region	chr	midPos	Nsites
(285,760)(68612,69172)(50000,100000)	JASDQU010014468.1	75000	477	0.015969
(548,860)(122207,141156)(100000,150000)	JASDQU010014488.1	125000	314	0.062802
(861,1321)(205779,206368)(200000,250000)	JASDQU010014488.1	225000	462	0.470239
(471,1361)(58633,59570)(50000,100000)	JASDQU010014504.1	75000	892	0.142345
(1992,2778)(51480,52587)(50000,100000)	JASDQU010014523.1	75000	788	0.308136
(350,828)(119248,119736)(100000,150000)	JASDQU010014528.1	125000	480	0.640329
(214,1072)(247682,248702)(200000,250000)	JASDQU010014560.1	225000	860	0.357733
(1413,3085)(93666,96764)(50000,100000)	JASDQU010014564.1	75000	1674	0.660373
(561,2562)(101666,107838)(100000,150000)	JASDQU010014578.1	125000	2003	0.735702
(3232,9178)(69525,77417)(50000,100000)	JASDQU010014590.1	75000	5948	0.350632
(1100,1626)(80714,81242)(50000,100000)	JASDQU010014614.1	75000	528	0.134442
(806,2062)(171755,179628)(150000,200000)	JASDQU010014649.1	175000	1258	0.046727
(594,883)(224424,224729)(200000,250000)	JASDQU010014658.1	225000	291	0.023269
(496,535)(72180,72293)(50000,100000)	JASDQU010014738.1	75000	41	0.043753
(1229,1738)(230235,234991)(200000,250000)	JASDQU010014755.1	225000	511	0.039917
(1739,2682)(422177,423132)(400000,450000)	JASDQU010014755.1	425000	945	0.254792
(135,249)(250000,250114)(250000,300000)	JASDQU010014760.1	275000	116	0.096551
(460,1453)(63477,65392)(50000,100000)	JASDQU010014783.1	75000	995	0.061342
(345,779)(50000,60419)(50000,100000)	JASDQU010014799.1	75000	436	0.284304
(1593,1737)(216703,216855)(200000,250000)	JASDQU010014802.1	225000	146	0.023427
(1814,2756)(131176,132123)(100000,150000)	JASDQU010014808.1	125000	944	0.001534
(366,3778)(54459,80634)(50000,100000)	JASDQU010014811.1	75000	3414	0.417514
(167,2247)(114857,117356)(100000,150000)	JASDQU010014816.1	125000	2082	0.683319
(3273,7959)(150000,165466)(150000,200000)	JASDQU010014828.1	175000	4688	0.529348
(430,759)(277713,278117)(250000,300000)	JASDQU010014832.1	275000	331	0.782510
(1294,1453)(117267,117438)(100000,150000)	JASDQU010014837.1	125000	161	0.078228
(300,856)(78884,96043)(50000,100000)	JASDQU010014848.1	75000	558	0.026221
(1633,1708)(98485,98571)(50000,100000)	JASDQU010014857.1	75000	77	0.079251
(2,144)(214918,215079)(200000,250000)	JASDQU010014891.1	225000	144	0.063836
(1408,1490)(81381,81471)(50000,100000)	JASDQU010014898.1	75000	84	0.173121
(526,1002)(117855,123320)(100000,150000)	JASDQU010014920.1	125000	478	0.021244
(1,189)(151231,151421)(150000,200000)	JASDQU010014943.1	175000	190	0.096081
(950,1312)(116750,125189)(100000,150000)	JASDQU010014962.1	125000	364	0.200585
(1318,7722)(338646,345955)(300000,350000)	JASDQU010014976.1	325000	6406	0.720028
(7723,8683)(391224,392520)(350000,400000)	JASDQU010014976.1	375000	962	0.376673
(147,684)(97857,98427)(50000,100000)	JASDQU010025153.1	75000	539	0.355793
(351,2905)(67673,93402)(50000,100000)	JASDQU010025279.1	75000	2556	0.416565
(1153,1190)(112788,112842)(100000,150000)	JASDQU010026322.1	125000	39	0.063313
(342,3038)(53597,62042)(50000,100000)	JASDQU010026439.1	75000	2698	0.187400
(761,859)(111750,111855)(100000,150000)	JASDQU010026764.1	125000	100	0.046959
(1636,3291)(53218,54942)(50000,100000)	JASDQU010026955.1	75000	1657	0.521510
(2888,3396)(50560,51076)(50000,100000)	JASDQU010027415.1	75000	510	0.924136
(249,915)(51253,51925)(50000,100000)	JASDQU010027508.1	75000	668	-0.012178
(615,1515)(57764,77252)(50000,100000)	JASDQU010027586.1	75000	902	0.046132
(186,1013)(78516,79343)(50000,100000)	JASDQU010027663.1	75000	829	0.306140
(520,984)(84299,84815)(50000,100000)	JASDQU010027683.1	75000	466	0.067789
(1732,2748)(50000,51030)(50000,100000)	JASDQU010027695.1	75000	1018	0.556592
(861,1000)(52072,52213)(50000,100000)	JASDQU010027878.1	75000	141	0.058392
(2234,2950)(50000,53272)(50000,100000)	JASDQU010029920.1	75000	718	0.517744
(3,195)(70984,71357)(50000,100000)	JASDQU010031406.1	75000	194	0.212133
(8435,9309)(53318,57083)(50000,100000)	JASDQU010031787.1	75000	876	0.124651
(1127,3920)(50000,54571)(50000,100000)	JASDQU010096084.1	75000	2795	0.458497
(763,1158)(270388,270801)(250000,300000)	JASDQU010097152.1	275000	397	0.070936
(154,1670)(50000,51521)(50000,100000)	JASDQU010098651.1	75000	1518	0.189555
(5855,11375)(164607,174709)(150000,200000)	JASDQU010099703.1	175000	5522	0.263950
(128,1492)(237093,238685)(200000,250000)	JASDQU010099705.1	225000	1366	0.105417
(1493,1643)(410433,410687)(400000,450000)	JASDQU010099705.1	425000	152	0.040456
(1644,2284)(493363,494540)(450000,500000)	JASDQU010099705.1	475000	642	0.167935
(2285,2479)(882032,888138)(850000,900000)	JASDQU010099705.1	875000	196	0.067490
(952,1129)(262884,263066)(250000,300000)	JASDQU010099706.1	275000	179	0.262864
(724,887)(672280,672454)(650000,700000)	JASDQU010099713.1	675000	165	0.396872
(888,2766)(797559,799439)(750000,800000)	JASDQU010099713.1	775000	1880	0.555742
(2767,3588)(848083,848912)(800000,850000)	JASDQU010099713.1	825000	823	0.417844
(254,1131)(408803,415043)(400000,450000)	JASDQU010099716.1	425000	879	0.375549
(1132,1320)(452166,479370)(450000,500000)	JASDQU010099716.1	475000	190	0.208652
(1321,4575)(508158,530994)(500000,550000)	JASDQU010099716.1	525000	3256	0.636205
(4576,4764)(554603,595528)(550000,600000)	JASDQU010099716.1	575000	190	0.449618
(326,867)(605490,606038)(600000,650000)	JASDQU010099717.1	625000	543	0.401793
(242,300)(93387,93459)(50000,100000)	JASDQU010099720.1	75000	60	0.048296
(301,1884)(102863,138397)(100000,150000)	JASDQU010099720.1	125000	1585	0.659831
(1885,2139)(242511,242784)(200000,250000)	JASDQU010099720.1	225000	256	0.272152
(2140,8826)(257216,289814)(250000,300000)	JASDQU010099720.1	275000	6688	0.357281
(8827,10295)(311242,334457)(300000,350000)	JASDQU010099720.1	325000	1470	0.239112
(10296,10609)(597361,597739)(550000,600000)	JASDQU010099720.1	575000	315	0.038017
(10610,13170)(745877,748575)(700000,750000)	JASDQU010099720.1	725000	2562	0.569977
(122,710)(202247,208360)(200000,250000)	JASDQU010099722.1	225000	590	0.031348
(711,1431)(743671,745628)(700000,750000)	JASDQU010099722.1	725000	722	0.348353
(1432,2181)(763150,763918)(750000,800000)	JASDQU010099722.1	775000	751	0.334809
(774,1189)(152947,153553)(150000,200000)	JASDQU010099723.1	175000	417	0.205890
(1190,1460)(242773,243043)(200000,250000)	JASDQU010099723.1	225000	272	0.154101
(1461,1698)(299743,299980)(250000,300000)	JASDQU010099723.1	275000	239	0.023537
(1699,2128)(300020,300450)(300000,350000)	JASDQU010099723.1	325000	431	0.408692
(234,469)(95270,95668)(50000,100000)	JASDQU010099725.1	75000	237	0.753152
(470,1415)(116402,117360)(100000,150000)	JASDQU010099725.1	125000	947	0.832487
(2049,2359)(50963,51325)(50000,100000)	JASDQU010099729.1	75000	312	0.772405
(2360,2816)(141713,142191)(100000,150000)	JASDQU010099729.1	125000	458	0.599491
(1528,1529)(182429,182430)(150000,200000)	JASDQU010099730.1	175000	3	0.046561
(543,679)(236354,236521)(200000,250000)	JASDQU010099734.1	225000	138	0.039118
(680,1446)(264801,265569)(250000,300000)	JASDQU010099734.1	275000	768	0.096489
(1059,1342)(422133,422468)(400000,450000)	JASDQU010099735.1	425000	285	0.862906
(1343,1418)(891658,891735)(850000,900000)	JASDQU010099735.1	875000	77	-0.004979
(88,126)(284809,284849)(250000,300000)	JASDQU010099737.1	275000	40	0.051181
(127,1128)(338070,339172)(300000,350000)	JASDQU010099737.1	325000	1003	0.227501
(472,3049)(166481,169557)(150000,200000)	JASDQU010099741.1	175000	2579	0.516266
(110,204)(152115,152212)(150000,200000)	JASDQU010099742.1	175000	96	0.222390
(5510,5801)(254980,255438)(250000,300000)	JASDQU010099745.1	275000	293	0.050719
(5802,6485)(337259,337954)(300000,350000)	JASDQU010099745.1	325000	685	0.198294
(6486,6773)(438286,442873)(400000,450000)	JASDQU010099745.1	425000	289	0.522921
(6774,7237)(456130,456596)(450000,500000)	JASDQU010099745.1	475000	465	0.615999
(59,1096)(366294,382223)(350000,400000)	JASDQU010099747.1	375000	1039	0.357041
(636,942)(178785,179314)(150000,200000)	JASDQU010099750.1	175000	308	0.021124
(363,949)(254065,264305)(250000,300000)	JASDQU010099752.1	275000	588	0.103359
(950,2963)(612465,614506)(600000,650000)	JASDQU010099752.1	625000	2015	0.509455
(655,1098)(200167,242623)(200000,250000)	JASDQU010099753.1	225000	445	0.064103
(1099,1162)(254468,254551)(250000,300000)	JASDQU010099753.1	275000	65	0.139568
(1163,1789)(494474,498779)(450000,500000)	JASDQU010099753.1	475000	628	0.247820
(1790,2506)(510297,511057)(500000,550000)	JASDQU010099753.1	525000	718	0.353683
(2507,3016)(717824,718406)(700000,750000)	JASDQU010099753.1	725000	511	0.315381
(901,2046)(234174,242097)(200000,250000)	JASDQU010099755.1	225000	1147	0.589488
(152,598)(254990,255438)(250000,300000)	JASDQU010099758.1	275000	448	0.221193
(119,378)(441778,442038)(400000,450000)	JASDQU010099759.1	425000	261	0.064793
(379,447)(470442,470525)(450000,500000)	JASDQU010099759.1	475000	70	0.923788
(448,724)(553574,554011)(550000,600000)	JASDQU010099759.1	575000	278	0.025923
(725,2259)(870645,890217)(850000,900000)	JASDQU010099759.1	875000	1536	0.361719
(1302,1468)(149242,149458)(100000,150000)	JASDQU010099761.1	125000	168	0.406574
(1469,1493)(166279,166306)(150000,200000)	JASDQU010099761.1	175000	26	0.009265
(280,354)(370651,370754)(350000,400000)	JASDQU010099762.1	375000	76	0.017640
(144,543)(359784,374081)(350000,400000)	JASDQU010099763.1	375000	401	0.115900
(544,698)(448744,448917)(400000,450000)	JASDQU010099763.1	425000	156	0.806070
(212,511)(86759,87336)(50000,100000)	JASDQU010099769.1	75000	301	0.024594
(512,2165)(117713,120744)(100000,150000)	JASDQU010099769.1	125000	1655	0.279248
(2166,3495)(209181,239042)(200000,250000)	JASDQU010099769.1	225000	1331	0.222122
(3496,3554)(257997,258079)(250000,300000)	JASDQU010099769.1	275000	60	0.029140
(511,596)(176543,176664)(150000,200000)	JASDQU010099770.1	175000	87	0.292222
(597,1559)(408647,415969)(400000,450000)	JASDQU010099770.1	425000	964	0.052676
(1560,1763)(543650,543947)(500000,550000)	JASDQU010099770.1	525000	205	0.047401
(1764,1922)(890627,890826)(850000,900000)	JASDQU010099770.1	875000	160	0.030479
(1923,1936)(921500,921586)(900000,950000)	JASDQU010099770.1	925000	15	0.074362
(1937,2239)(1000225,1000618)(1000000,1050000)	JASDQU010099770.1	1025000	304	0.047270
(578,1009)(153634,154069)(150000,200000)	JASDQU010099771.1	175000	433	0.366749
(1172,1468)(100000,100299)(100000,150000)	JASDQU010099775.1	125000	298	0.294880
(542,3230)(164713,199453)(150000,200000)	JASDQU010099776.1	175000	2690	0.614303
(3231,3478)(201080,220734)(200000,250000)	JASDQU010099776.1	225000	249	0.074894
(3479,3621)(490195,490403)(450000,500000)	JASDQU010099776.1	475000	144	0.025653
(3622,11774)(511267,545359)(500000,550000)	JASDQU010099776.1	525000	8154	0.141828
(3957,4489)(79757,80335)(50000,100000)	JASDQU010099777.1	75000	534	0.014585
(4490,4737)(426600,427043)(400000,450000)	JASDQU010099777.1	425000	249	0.346850
(898,1016)(572226,572357)(550000,600000)	JASDQU010099780.1	575000	120	0.152211
(1017,1089)(668774,668847)(650000,700000)	JASDQU010099780.1	675000	74	0.007069
(41,253)(193897,194296)(150000,200000)	JASDQU010099786.1	175000	214	0.577081
(254,269)(223770,223794)(200000,250000)	JASDQU010099786.1	225000	17	0.128079
(1017,1023)(199684,199691)(150000,200000)	JASDQU010099791.1	175000	8	0.088024
(4039,7441)(117376,126904)(100000,150000)	JASDQU010099796.1	125000	3404	0.721472
(932,1435)(224827,225472)(200000,250000)	JASDQU010099797.1	225000	505	0.029937
(1436,1914)(358623,379862)(350000,400000)	JASDQU010099797.1	375000	480	0.047641
(113,2962)(488566,499554)(450000,500000)	JASDQU010099799.1	475000	2851	0.073263
(2963,3331)(686336,686720)(650000,700000)	JASDQU010099799.1	675000	370	0.040624
(3332,3723)(759372,792914)(750000,800000)	JASDQU010099799.1	775000	393	0.037643
(159,839)(168946,182455)(150000,200000)	JASDQU010099800.1	175000	682	0.036167
(840,2088)(453495,456852)(450000,500000)	JASDQU010099800.1	475000	1250	-0.000959
(2089,2106)(661578,661603)(650000,700000)	JASDQU010099800.1	675000	19	0.049614
(2107,2110)(835466,835470)(800000,850000)	JASDQU010099800.1	825000	5	0.051591
(2302,2733)(151401,187122)(150000,200000)	JASDQU010099802.1	175000	433	0.636202
(357,425)(459745,459901)(450000,500000)	JASDQU010099808.1	475000	70	0.047947
(426,511)(531147,531244)(500000,550000)	JASDQU010099808.1	525000	87	0.057357
(761,943)(369460,369649)(350000,400000)	JASDQU010099816.1	375000	184	0.052210
(806,1695)(204680,205625)(200000,250000)	JASDQU010099818.1	225000	891	0.465033
(1696,2777)(332379,347349)(300000,350000)	JASDQU010099818.1	325000	1083	0.046153
(2778,3131)(467687,468854)(450000,500000)	JASDQU010099818.1	475000	355	0.018652
(3132,3441)(519211,522481)(500000,550000)	JASDQU010099818.1	525000	311	0.815614
(37,220)(371396,371603)(350000,400000)	JASDQU010099819.1	375000	185	0.005019
(3481,3563)(54359,54462)(50000,100000)	JASDQU010099827.1	75000	84	0.071467
(3564,4368)(148986,149828)(100000,150000)	JASDQU010099827.1	125000	806	0.027437
(4369,4402)(168189,168230)(150000,200000)	JASDQU010099827.1	175000	35	0.001615
(4403,5141)(261616,299999)(250000,300000)	JASDQU010099827.1	275000	740	0.302652
(5142,5352)(300000,310224)(300000,350000)	JASDQU010099827.1	325000	212	0.192770
(1610,2225)(531617,532261)(500000,550000)	JASDQU010099828.1	525000	617	0.899487
(2226,2277)(846987,847046)(800000,850000)	JASDQU010099828.1	825000	53	0.093132
(2278,3206)(1162385,1163318)(1150000,1200000)	JASDQU010099828.1	1175000	930	0.901977
(3207,4063)(1296916,1297924)(1250000,1300000)	JASDQU010099828.1	1275000	858	0.023187
(4064,5359)(1540306,1541605)(1500000,1550000)	JASDQU010099828.1	1525000	1297	0.256411
(365,496)(392047,392188)(350000,400000)	JASDQU010099831.1	375000	133	0.061603
(497,992)(407875,408373)(400000,450000)	JASDQU010099831.1	425000	497	0.523848
(67,582)(247738,248257)(200000,250000)	JASDQU010099835.1	225000	517	0.190288
(400,484)(182630,182722)(150000,200000)	JASDQU010099843.1	175000	86	0.075771
(2469,3514)(228897,230695)(200000,250000)	JASDQU010099844.1	225000	1047	0.576974
(3515,4092)(266748,267407)(250000,300000)	JASDQU010099844.1	275000	579	0.478426
(4093,4587)(312005,312500)(300000,350000)	JASDQU010099844.1	325000	496	0.504200
(4588,5612)(385416,386441)(350000,400000)	JASDQU010099844.1	375000	1026	0.631083
(5613,6611)(448410,449434)(400000,450000)	JASDQU010099844.1	425000	1000	0.283082
(222,1639)(328405,342285)(300000,350000)	JASDQU010099846.1	325000	1419	0.048436
(1640,2170)(389228,389823)(350000,400000)	JASDQU010099846.1	375000	532	0.098099
(2171,3064)(442522,443420)(400000,450000)	JASDQU010099846.1	425000	895	0.314437
(113,213)(53154,69397)(50000,100000)	JASDQU010099847.1	75000	102	0.139286
(214,601)(203868,204332)(200000,250000)	JASDQU010099847.1	225000	389	0.366149
(602,640)(273329,273378)(250000,300000)	JASDQU010099847.1	275000	40	0.092247
(2057,3013)(114866,115824)(100000,150000)	JASDQU010099848.1	125000	958	0.603828
(634,822)(480140,480352)(450000,500000)	JASDQU010099849.1	475000	190	0.762991
(823,1437)(532775,533393)(500000,550000)	JASDQU010099849.1	525000	616	0.553059
(477,1177)(106166,106867)(100000,150000)	JASDQU010099851.1	125000	702	0.361567
(1178,1393)(235010,235235)(200000,250000)	JASDQU010099851.1	225000	217	0.028771
(1394,1779)(278951,279357)(250000,300000)	JASDQU010099851.1	275000	387	0.037606
(131,3263)(242165,245357)(200000,250000)	JASDQU010099852.1	225000	3134	0.561781
(3264,6387)(261066,279214)(250000,300000)	JASDQU010099852.1	275000	3125	0.219384
(6388,7833)(313409,315350)(300000,350000)	JASDQU010099852.1	325000	1447	0.398172
(7834,9789)(807980,838054)(800000,850000)	JASDQU010099852.1	825000	1957	0.248095
(9790,10072)(897174,897488)(850000,900000)	JASDQU010099852.1	875000	284	0.053509
(10073,10355)(938295,938583)(900000,950000)	JASDQU010099852.1	925000	284	0.197518
(10356,12679)(990144,992593)(950000,1000000)	JASDQU010099852.1	975000	2325	0.208704
(12680,14243)(1000816,1008059)(1000000,1050000)	JASDQU010099852.1	1025000	1565	0.192697
(14244,14297)(1100402,1100466)(1100000,1150000)	JASDQU010099852.1	1125000	55	0.119501
(387,402)(109304,109333)(100000,150000)	JASDQU010099857.1	125000	17	0.120445
(403,459)(314592,315023)(300000,350000)	JASDQU010099857.1	325000	58	0.074132
(460,772)(464859,467895)(450000,500000)	JASDQU010099857.1	475000	314	0.144259
(773,791)(561782,561898)(550000,600000)	JASDQU010099857.1	575000	20	0.072920
(792,869)(658697,658788)(650000,700000)	JASDQU010099857.1	675000	79	0.091253
(164,917)(190518,191284)(150000,200000)	JASDQU010099863.1	175000	755	0.841255
(918,3794)(213542,227666)(200000,250000)	JASDQU010099863.1	225000	2878	0.808965
(3795,3892)(264124,264232)(250000,300000)	JASDQU010099863.1	275000	99	0.786711
(3893,3897)(320505,320541)(300000,350000)	JASDQU010099863.1	325000	6	0.044314
(3898,4535)(411583,412230)(400000,450000)	JASDQU010099863.1	425000	639	0.146827
(4536,4676)(527977,528117)(500000,550000)	JASDQU010099863.1	525000	142	0.027884
(4677,5247)(550907,552069)(550000,600000)	JASDQU010099863.1	575000	572	0.127483
(111,242)(159001,159134)(150000,200000)	JASDQU010099864.1	175000	133	0.134905
(243,480)(295747,296055)(250000,300000)	JASDQU010099864.1	275000	239	0.044410
(481,3189)(386024,388900)(350000,400000)	JASDQU010099864.1	375000	2710	0.365774
(3190,5956)(455560,493085)(450000,500000)	JASDQU010099864.1	475000	2768	0.407530
(5957,5991)(560114,560156)(550000,600000)	JASDQU010099864.1	575000	36	0.080988
(83,790)(186972,194332)(150000,200000)	JASDQU010099868.1	175000	709	0.054238
(791,833)(231490,231557)(200000,250000)	JASDQU010099868.1	225000	44	0.047942
(834,1716)(335218,337601)(300000,350000)	JASDQU010099868.1	325000	884	0.511366
(1717,4942)(352551,358891)(350000,400000)	JASDQU010099868.1	375000	3227	0.205788
(533,695)(206253,206435)(200000,250000)	JASDQU010099869.1	225000	164	0.059978
(696,872)(258355,258544)(250000,300000)	JASDQU010099869.1	275000	178	0.161311
(1351,2093)(120995,121835)(100000,150000)	JASDQU010099871.1	125000	744	0.360267
(2094,2303)(185521,185849)(150000,200000)	JASDQU010099871.1	175000	211	0.224296
(1156,1159)(119785,119819)(100000,150000)	JASDQU010099874.1	125000	5	0.047827
(1160,2287)(166401,167960)(150000,200000)	JASDQU010099874.1	175000	1129	0.739847
(2288,2571)(250807,286298)(250000,300000)	JASDQU010099874.1	275000	285	0.054793
(2572,2691)(300644,300765)(300000,350000)	JASDQU010099874.1	325000	121	0.092198
(2692,3594)(863353,879505)(850000,900000)	JASDQU010099874.1	875000	904	0.322229
(3595,3745)(922518,922672)(900000,950000)	JASDQU010099874.1	925000	152	0.089326
(618,971)(218740,219224)(200000,250000)	JASDQU010099875.1	225000	355	0.121221
(972,1192)(340112,340369)(300000,350000)	JASDQU010099875.1	325000	222	-0.000450
(1193,1612)(361557,362187)(350000,400000)	JASDQU010099875.1	375000	421	0.671552
(1613,2125)(400300,400839)(400000,450000)	JASDQU010099875.1	425000	514	0.426436
(509,2189)(597051,599263)(550000,600000)	JASDQU010099876.1	575000	1682	0.435652
(180,941)(604606,649400)(600000,650000)	JASDQU010099880.1	625000	763	0.264202
(942,1053)(711438,711572)(700000,750000)	JASDQU010099880.1	725000	113	0.618258
(421,1723)(214337,215875)(200000,250000)	JASDQU010099890.1	225000	1304	0.301376
(86,2522)(320192,322712)(300000,350000)	JASDQU010099891.1	325000	2438	0.075822
(2523,2900)(413770,414157)(400000,450000)	JASDQU010099891.1	425000	379	0.099816
(2901,3133)(456861,457249)(450000,500000)	JASDQU010099891.1	475000	234	0.027457
(500,804)(160393,191969)(150000,200000)	JASDQU010099893.1	175000	306	0.242686
(805,1623)(209885,210848)(200000,250000)	JASDQU010099893.1	225000	820	0.024190
(1624,1683)(379869,380000)(350000,400000)	JASDQU010099893.1	375000	61	0.124641
